"Open Positions Summary"
"","Name","Symbol","Exchange","Type","Amount","Avg Price","Current Price","Extended Hours","Extended Hours (%)","Prev.","Market Value","Commission","Weight","Daily P/L","Daily P/L%","Net P/L%","Net P/L","Next Earnings Date","Exchange","Last","Bid","Ask","Extended Hours","Extended Hours (%)","Open","Prev.","High","Low","Chg.","Chg. %","Vol.","Next Earnings Date","Time","Market Cap","Revenue","Average Vol. (3m)","EPS","P/E Ratio","Beta","Dividend","Yield","5 Minutes","15 Minutes","30 Minutes","Hourly","5 Hours","Daily","Weekly","Monthly","Daily","1 Week","1 Month","YTD","1 Year","3 Years"

"Market Value","Rp0.00"
"Open P/L","Rp0.00 / 0.00%"
"Daily P/L","Rp56,221,375,894,469,744.00 / 0.19%"
"Total P/L","Rp68,329,849,001,778,824.00"


"Open Positions"
"","Name","Symbol","Exchange","Open Date","Type","Amount","Open Price","Current Price","Extended Hours","Extended Hours (%)","Prev.","Market Value","Commission","Net P/L%","Weight","Daily P/L","Daily P/L%","Net P/L","Next Earnings Date"


"Closed Positions"
"","Name","Symbol","Exchange","Open Date","Type","Amount","Open Price","Close Date","Close Price","Gain%","Net P/L"
"","Bitcoin","BTC/USD","Investing.com","03/24/2021","BUY","1000000000.00000000","56,444.7","03/24/2021","56,863.7","0.74%","Rp6,044,074,999,567,250.00"
"","Bitcoin","BTC/USD","Investing.com","03/24/2021","BUY","1000000000.00000000","56,171.3","03/24/2021","56,874.3","1.25%","Rp10,140,774,999,567,250.00"
"","EUR/IDR","EUR/IDR","FX","03/24/2021","BUY","1000000000.00000000","17,068.4","03/24/2021","17,069.1","0.21%","Rp700,000,000.00"
"","BTC/GBP","BTC/GBP","Coinbase Pro","03/24/2021","SELL","100000000.00000000","41,142.9","03/24/2021","41,240.2","-23.65%","-Rp192,482,752,000,560.00"
"","BTC/USD","BTC/USD","Bitfinex","03/24/2021","BUY","1000000000.00000000","56,481.0","03/24/2021","56,472.0","-1.59%","-Rp129,825,000,005,680.00"
"","IDR/JPY","IDR/JPY","FX","03/24/2021","BUY","1000000000.00000000","0.7514","03/24/2021","0.7509","-0.07%","-Rp663,550.00"
"","Bitcoin","BTC/USD","Investing.com","03/24/2021","SELL","100000000.00000000","54,385.8","03/24/2021","54,091.6","0.54%","Rp424,383,500,000,000.00"
"","Bitcoin","BTC/USD","Investing.com","03/24/2021","SELL","100000000.00000000","54,198.5","03/24/2021","54,037.9","0.30%","Rp231,665,500,000,000.00"
"","BTC/IDR","BTC/IDR","Luno","03/24/2021","BUY","1000000.00000000","802,399,000","03/24/2021","799,255,000","-39.18%","-Rp3,144,000,000,000.00"
"","BTC/USD","BTC/USD","Bitfinex","03/24/2021","BUY","500000.00000000","54,507.0","03/24/2021","54,115.0","-71.92%","-Rp2,827,300,000,000.00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/24/2021","SELL","100000000.00000000","803,061,000","03/24/2021","802,721,000","4.23%","Rp33,999,999,986,680.00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/24/2021","SELL","1000000.00000000","803,062,000","03/24/2021","802,720,000","4.26%","Rp341,999,998,668.00"
"","BTC/RUB","BTC/RUB","Exmo","03/24/2021","SELL","100000000.00000000","4,037,652","03/24/2021","4,033,637","9.94%","Rp76,020,009,992,752.06"
"","BTC/AUD","BTC/AUD","BTC Markets","03/24/2021","SELL","100000000.00000000","71,720.0","03/24/2021","71,500.7","30.58%","Rp241,003,682,333,347.62"
"","BTC/GBP","BTC/GBP","Coinbase Pro","03/24/2021","SELL","100000000.00000000","39,650.0","03/24/2021","39,502.1","37.30%","Rp292,581,695,933,274.00"
"","BTC/SAR","BTC/SAR","Synthetic","03/24/2021","SELL","100000000.00000000","204,055.9","03/24/2021","203,083.3","47.66%","Rp374,106,699,588,964.50"
"","BTC/JPY","BTC/JPY","bitFlyer","03/24/2021","SELL","100000000.00000000","5,909,784","03/24/2021","5,879,594","51.08%","Rp400,651,489,921,170.31"
"","BTC/CAD","BTC/CAD","Kraken","03/24/2021","SELL","100000000.00000000","68,751.4","03/24/2021","68,283.4","680.71%","Rp536,552,639,975,637.25"
"","BTC/EUR","BTC/EUR","Kraken","03/24/2021","SELL","100000000.00000000","46,031.8","03/24/2021","45,758.7","593.29%","Rp466,020,570,992,304.06"
"","Bitcoin","BTC/USD","Investing.com","03/24/2021","SELL","400000000.00000000","54,315.0","03/24/2021","54,116.4","0.37%","Rp1,145,921,998,326,685.50"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/24/2021","SELL","1000000.00000000","803,062,000","03/24/2021","802,721,000","0.04%","Rp341,000,000,000.00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/24/2021","SELL","1000000.00000000","803,061,000","03/24/2021","802,720,000","4.25%","Rp341,000,000,000.00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/24/2021","BUY","500000000.00000000","805,141,191","03/24/2021","802,567,246","-0.32%","-Rp100,000,000,000,000.00"
"","BTC/IDR","BTC/IDR","Luno","03/24/2021","BUY","2000000.00000000","802,399,000","03/24/2021","799,253,000","-39.21%","-Rp6,292,000,000,000.00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/24/2021","BUY","1000000.00000000","804,979,000","03/24/2021","802,723,000","-280.26%","-Rp2,256,000,000,000.00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/24/2021","SELL","1000000.00000000","803,061,000","03/24/2021","802,722,000","4.22%","Rp339,000,000,000.00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/24/2021","BUY","100000000.00000000","804,977,000","03/24/2021","804,343,000","-7.88%","-Rp63,400,000,000,000.00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/24/2021","BUY","100000000.00000000","804,977,000","03/24/2021","804,343,000","-7.88%","-Rp63,400,000,000,000.00"
"","BTC/JPY","BTC/JPY","bitFlyer","03/24/2021","BUY","700000.00000000","5,903,906","03/24/2021","5,893,163","-18.20%","-Rp997,992,471,000.00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/24/2021","BUY","100000000.00000000","803,309,000","03/24/2021","804,972,000","20.70%","Rp100,000,000,000,000.00"
"","BTC/USD","BTC/USD","Bitfinex","03/24/2021","SELL","1000000.00000000","54,480.0","03/24/2021","54,388.4","16.81%","Rp1,321,329,999,999.99"
"","BTC/JPY","BTC/JPY","bitFlyer","03/24/2021","SELL","700000.00000000","5,903,906","03/24/2021","5,897,355","11.10%","Rp608,568,247,000.00"
"","BTC/USD","BTC/USD","Bitfinex","03/24/2021","SELL","500000.00000000","54,553.5","03/24/2021","54,318.9","43.00%","Rp1,692,052,500,000.00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/24/2021","BUY","500000000.00000000","802,951,589","03/24/2021","803,502,798","0.07%","Rp100,000,000,000,000.00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/24/2021","SELL","400000000.00000000","804,248,000","03/24/2021","803,709,000","6.70%","Rp100,000,000,000,000.00"
"","BTC/JPY","BTC/JPY","bitFlyer","03/24/2021","SELL","500000.00000000","5,903,906","03/24/2021","5,888,264","264.94%","Rp1,037,924,908,672.90"
"","BTC/USD","BTC/USD","Bitfinex","03/24/2021","SELL","1000000.00000000","54,525.0","03/24/2021","54,246.0","511.69%","Rp4,024,574,999,601.15"
"","BTC/USD","BTC/USD","Bitfinex","03/24/2021","SELL","100000000.00000000","54,371.0","03/24/2021","54,320.0","9.38%","Rp73,567,499,960,124.97"
"","BTC/USD","BTC/USD","Bitfinex","03/24/2021","SELL","10000000.00000000","54,391.0","03/24/2021","54,322.0","12.69%","Rp9,953,249,996,011.92"
"","BTC/KRW","BTC/KRW","Bithumb","03/24/2021","SELL","100000000.00000000","65,501,000","03/24/2021","65,469,000","48.85%","Rp40,800,000,000,000.00"
"","Bitcoin GBP Index","BTC/GBP","Investing.com","03/24/2021","SELL","1000000000.00000000","39,792.4","03/24/2021","39,766.3","0.07%","Rp516,320,639,999,980.25"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/24/2021","BUY","1000000000.00000000","800,962,773","03/24/2021","807,352,384","0.80%","Rp100,000,000,000,000.00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/24/2021","BUY","1000000000.00000000","800,962,773","03/24/2021","807,350,466","0.80%","Rp100,000,000,000,000.00"
"","BTC/XAU","BTC/XAU","Synthetic","03/24/2021","SELL","1000000000.00000000","31.5459","03/24/2021","31.5430","0.92%","Rp724,703,852,000.00"
"","Bitcoin Euro Index","BTC/EUR","Investing.com","03/24/2021","SELL","1000000000.00000000","46,176.9","03/24/2021","46,162.4","0.03%","Rp247,429,449,999,999.97"
"","Bitcoin","BTC/USD","Investing.com","03/24/2021","SELL","1000000000.00000000","54,656.6","03/24/2021","54,624.1","0.06%","Rp468,812,499,567,250.00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/24/2021","BUY","1000000000.00000000","800,962,773","03/24/2021","807,325,266","0.79%","Rp100,000,000,000,000.00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/24/2021","BUY","1000000000.00000000","800,962,773","03/24/2021","807,250,278","0.78%","Rp100,000,000,000,000.00"
"","BTC/USD","BTC/USD","Bitfinex","03/24/2021","SELL","100000000.00000000","54,555.8","03/24/2021","54,274.0","51.65%","Rp406,496,499,567,250.00"
"","Gold","GCJ1","ICE","03/24/2021","SELL","1000000000.00000000","1,730.50","03/24/2021","1,731.55","-0.06%","-Rp1,514,625,000,043,300.00"
"","Vanguard FTSE All World ex US","VEU","NYSE","03/24/2021","BUY","10000000.00000000","60.36","03/24/2021","60.36","-0.00%","-Rp144,250.00"
"","USD/EUR","USD/EUR","FX","03/24/2021","BUY","1000000000.00000000","0.8438","03/24/2021","0.8439","4.74%","Rp1,706,408,248.37"
"","JPY/EUR","JPY/EUR","FX","03/24/2021","BUY","1000000000.00000000","0.77695","03/24/2021","0.77705","12.87%","Rp17,062,348.37"
"","USD/CAD","USD/CAD","FX","03/24/2021","BUY","1000000000.00000000","1.2581","03/24/2021","1.2583","6.36%","Rp2,292,958,245.77"
"","USD/AUD","USD/AUD","FX","03/24/2021","BUY","1000000000.00000000","1.3101","03/24/2021","1.3118","51.90%","Rp18,682,454,246.05"
"","BTC/AUD","BTC/AUD","Luno","03/24/2021","SELL","1000000000.00000000","71,650.9","03/24/2021","71,794.7","-200.70%","-Rp1,580,315,984,001,900.00"
"","USD/RUB","USD/RUB","FX","03/24/2021","BUY","1000000000.00000000","76.3260","03/24/2021","76.3799","70.62%","Rp10,205,424,241.03"
"","BTC/EUR","BTC/EUR","Kraken","03/24/2021","SELL","1000000000.00000000","46,010.5","03/24/2021","45,959.9","109.97%","Rp863,443,459,998,276.50"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/24/2021","SELL","10000000.00000000","815,000,000","03/24/2021","810,000,000","613.50%","Rp49,999,999,998,249.00"
"","BTC/CAD","BTC/CAD","Kraken","03/24/2021","SELL","10000000.00000000","69,014.0","03/24/2021","68,297.8","1,037.76%","Rp82,110,897,598,244.73"
"","BTC/BRL","BTC/BRL","MercadoBitcoin","03/24/2021","SELL","10000000.00000000","307,330.0","03/24/2021","303,700.0","590.57%","Rp94,812,695,998,244.80"
"","BTC/USD","BTC/USD","Bitfinex","03/24/2021","SELL","1000000.00000000","55,056.0","03/24/2021","54,492.0","204.88%","Rp8,135,699,998,245.78"
"","BTC/UAH","BTC/UAH","Exmo","03/24/2021","SELL","10000000.00000000","1,528,000","03/24/2021","1,514,901","857.26%","Rp67,796,363,308,250.62"
"","BCH/CAD","BCH/CAD","Synthetic","03/24/2021","SELL","100000000.00000000","647.98","03/24/2021","644.46","543.23%","Rp4,035,609,599,990.60"
"","BCH/BTC","BCH/BTC","Bittrex","03/24/2021","BUY","1000000000.00000000","0.00940","03/24/2021","0.00941","0.11%","Rp8,329,989,998,334.00"
"","BTC/AUD","BTC/AUD","BTC Markets","03/24/2021","BUY","1000000000.00000000","71,574.6","03/24/2021","71,564.9","-13.55%","-Rp106,599,896,001,830.00"
"","BTC/JPY","BTC/JPY","bitFlyer","03/24/2021","SELL","1000000.00000000","5,982,569","03/24/2021","5,916,438","1,105.39%","Rp8,776,245,008,247.03"
"","BTC/RUB","BTC/RUB","Exmo","03/24/2021","SELL","1000000.00000000","4,089,052","03/24/2021","4,040,247","1,193.55%","Rp9,240,738,700,000.00"
"","BTC/GBP","BTC/GBP","Coinbase Pro","03/24/2021","SELL","1000000.00000000","39,958.4","03/24/2021","39,570.0","388.80%","Rp7,683,484,158,250.45"
"","BTC/EUR","BTC/EUR","Kraken","03/24/2021","SELL","1000000.00000000","46,497.3","03/24/2021","45,903.5","255.41%","Rp10,132,662,578,248.37"
"","BTC/SAR","BTC/SAR","Synthetic","03/24/2021","SELL","1000000.00000000","206,277.4","03/24/2021","204,193.6","1,010.19%","Rp8,015,253,346,245.25"
"","BTC/AUD","BTC/AUD","Independent Reserve","03/24/2021","SELL","1000000.00000000","72,553.87","03/24/2021","71,674.66","1,211.80%","Rp9,662,236,552,799.89"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/24/2021","SELL","1000000000.00000000","813,557,000","03/24/2021","810,000,000","437.22%","Rp100,000,000,000,000.00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/24/2021","BUY","1000000000.00000000","812,785,831","03/24/2021","810,019,652","-0.34%","-Rp100,000,000,000,000.00"
"","BTC/IDR","BTC/IDR","Luno","03/24/2021","SELL","1000000000.00000000","812,470,000","03/24/2021","810,666,000","88.82%","Rp100,000,000,000,000.00"
"","BTC/KRW","BTC/KRW","Bithumb","03/24/2021","BUY","1000000.00000000","65,583,000","03/24/2021","65,440,000","-109.02%","-Rp1,823,250,001,757.70"
"","BTC/EUR","BTC/EUR","Binance","03/24/2021","SELL","1000000000.00000000","46,424.5","03/24/2021","45,973.7","971.04%","Rp7,692,496,279,998,293.00"
"","ETH/BTC","ETH/BTC","Poloniex","03/24/2021","BUY","1000000000.00000000","0.030996","03/24/2021","0.030713","-913.02%","-Rp235,738,717,000,000.00"
"","ETH/BTC","ETH/BTC","Coinbene","03/24/2021","SELL","1000000000.00000000","0.030992","03/24/2021","0.030993","-0.65%","-Rp832,999,000,000.00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/24/2021","BUY","1000000000.00000000","815,030,105","03/24/2021","812,735,298","-0.28%","-Rp100,000,000,000,000.00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/24/2021","SELL","1000000000.00000000","816,850,695","03/24/2021","816,670,126","0.02%","Rp100,000,000,000,000.00"
"","ETH/BTC","ETH/BTC","Poloniex","03/24/2021","SELL","1000000000.00000000","0.030871","03/24/2021","0.030929","-187.88%","-Rp48,313,942,000,000.00"
"","EUR/IDR","EUR/IDR","FX","03/24/2021","SELL","1000000000.00000000","17,061.0","03/24/2021","17,058.1","0.17%","Rp2,900,000,000.00"
"","BTC/USD","BTC/USD","Bitfinex","03/24/2021","SELL","1000000000.00000000","55,456.0","03/24/2021","55,419.0","33.36%","Rp533,724,999,999,899.00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/24/2021","BUY","2000000.00000000","820,184,000","03/24/2021","818,001,000","-0.27%","-Rp4,366,000,000,000.00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/24/2021","BUY","1000000000.00000000","817,974,735","03/24/2021","817,974,658","-0.00%","-Rp77,000,000,000.00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/24/2021","SELL","100000000.00000000","820,216,000","03/24/2021","818,001,000","27.01%","Rp100,000,000,000,000.00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/24/2021","SELL","100000000.00000000","820,106,297","03/24/2021","817,974,735","0.26%","Rp100,000,000,000,000.00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/24/2021","BUY","20000.00000000","820,184,000","03/24/2021","818,001,000","-0.27%","-Rp43,660,000,000.00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/24/2021","BUY","1000.00000000","820,184,000","03/24/2021","818,007,000","-0.27%","-Rp2,177,000,000.00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/24/2021","BUY","1000000000.00000000","818,999,000","03/24/2021","820,184,000","144.69%","Rp100,000,000,000,000.00"
"","BTC/XAU","BTC/XAU","Synthetic","03/24/2021","SELL","100000000.00000000","32.2573","03/24/2021","32.1305","0.39%","Rp3,168,705,118,400.00"
"","BTC/KRW","BTC/KRW","Bithumb","03/24/2021","SELL","100000000.00000000","65,996,000","03/24/2021","65,808,000","0.28%","Rp239,700,000,000,000.00"
"","BTC/GBP","BTC/GBP","Coinbase Pro","03/24/2021","SELL","100000000.00000000","40,533.6","03/24/2021","40,348.3","0.46%","Rp366,567,872,000,000.00"
"","BTC/USD","BTC/USD","Bitfinex","03/24/2021","SELL","100000000.00000000","55,732.0","03/24/2021","55,475.7","0.46%","Rp369,712,750,000,000.00"
"","BTC/USD","BTC/USD","Bitfinex","03/24/2021","SELL","1000000.00000000","55,618.8","03/24/2021","55,649.0","-0.05%","-Rp435,635,000,014.96"
"","BTC/IDR","BTC/IDR","Luno","03/24/2021","SELL","1000000.00000000","817,117,000","03/24/2021","817,117,000","0.00%","-Rp1,500.00"
"","BTC/USD","BTC/USD","Bitfinex","03/24/2021","SELL","100000.00000000","55,631.0","03/24/2021","55,619.0","0.02%","Rp17,309,999,998.50"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","BUY","1000000.00000000","55,153.8","03/24/2021","55,608.1","0.82%","Rp6,553,277,456,725.00"
"","BTC/USD","BTC/USD","Bitfinex","03/24/2021","SELL","10000000.00000000","55,667.0","03/24/2021","55,631.0","0.06%","Rp5,192,999,999,985.00"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","BUY","1000000.00000000","55,438.1","03/24/2021","55,689.5","0.45%","Rp3,626,444,985,575.00"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","BUY","1000000000.00000000","55,466.6","03/24/2021","55,700.2","0.42%","Rp3,369,679,999,956,725.00"
"","BTC/USD","BTC/USD","Coinbase Pro","03/23/2021","BUY","100000000.00000000","55,461.0","03/24/2021","55,723.3","47.29%","Rp378,367,749,999,855.75"
"","BTC/USD","BTC/USD","Coinbase Pro","03/23/2021","BUY","10000000.00000000","55,443.8","03/24/2021","55,684.7","43.45%","Rp34,749,824,999,984.13"
"","BTC/IDR","BTC/IDR","Luno","03/23/2021","SELL","100000000.00000000","811,011,000","03/24/2021","818,344,000","-90.42%","-Rp100,000,000,000,000.00"
"","BTC/USD","BTC/USD","Bitfinex","03/23/2021","BUY","10000000.00000000","55,177.0","03/24/2021","55,686.0","92.25%","Rp73,423,249,999,985.56"
"","ETH/RUB","ETH/RUB","Exmo","03/23/2021","SELL","100000000.00000000","126,355.0","03/24/2021","126,662.3","-0.24%","-Rp5,818,418,200,009.50"
"","ETH/USD","ETH/USD","Binance","03/23/2021","SELL","150000000.00000000","1,709.48","03/24/2021","1,715.90","-0.38%","-Rp13,891,275,000,001.00"
"","BTC/XAU","BTC/XAU","Synthetic","03/23/2021","SELL","1000000.00000000","32.2171","03/23/2021","32.1389","24.27%","Rp19,542,014,216.00"
"","BTC/XAU","BTC/XAU","Synthetic","03/23/2021","BUY","500000000.00000000","31.9512","03/23/2021","31.8893","-77.49%","-Rp7,734,340,345,608.10"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","BUY","90000000.00000000","55,041.4","03/23/2021","54,940.8","-0.18%","-Rp130,603,950,000,000.00"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","BUY","10000000.00000000","55,041.4","03/23/2021","54,933.1","-0.20%","-Rp15,622,275,000,000.00"
"","Bitcoin GBP Index","BTC/GBP","Investing.com","03/23/2021","SELL","1000000000.00000000","40,018.2","03/23/2021","39,978.3","0.10%","Rp789,317,754,065,161.38"
"","BTC/XAU","BTC/XAU","Synthetic","03/23/2021","BUY","200000000.00000000","31.9258","03/23/2021","31.8662","-18.67%","-Rp2,978,782,729,676.70"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/23/2021","SELL","1000000000.00000000","815,829,492","03/23/2021","815,430,313","0.05%","Rp100,000,000,000,000.00"
"","BTC/EUR","BTC/EUR","Kraken","03/23/2021","SELL","1000000.00000000","46,542.1","03/23/2021","46,477.7","13.84%","Rp1,098,928,039,236.23"
"","Bitcoin AUD Index","BTC/AUD","Investing.com","03/23/2021","BUY","1000000000.00000000","72,041.4","03/23/2021","72,248.2","0.29%","Rp2,272,665,819,604,128.00"
"","BTC/IDR","BTC/IDR","Luno","03/23/2021","SELL","100000000.00000000","810,557,000","03/23/2021","810,557,000","0.00%","-Rp575,873.48"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","SELL","100000000.00000000","55,160.6","03/23/2021","55,165.0","-0.01%","-Rp6,347,000,577,002.20"
"","EUR/IDR","EUR/IDR","FX","03/23/2021","BUY","1000000000.00000000","17,100.5","03/23/2021","17,092.6","-0.46%","-Rp7,900,000,000.00"
"","BTC/IDR","BTC/IDR","Luno","03/23/2021","SELL","100000000.00000000","816,890,000","03/23/2021","812,500,000","53.74%","Rp100,000,000,000,000.00"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","BUY","1000000000.00000000","55,377.0","03/23/2021","55,097.2","-0.51%","-Rp4,036,115,000,577,000.00"
"","US 30 Futures","1YMc1","","03/23/2021","BUY","1000000000.00000000","32,548.5","03/23/2021","32,541.0","-0.02%","-Rp1,081,875,000,086,600.00"
"","RUB/IDR","RUB/IDR","FX","03/23/2021","SELL","1000000000.00000000","189.57","03/23/2021","189.50","14.77%","Rp70,000,000.00"
"","IDR/EUR","IDR/EUR","FX","03/23/2021","SELL","1000000000.00000000","0.00006","03/23/2021","0.00006","0.00%","Rp0.00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/23/2021","BUY","1000000000.00000000","808,040,074","03/23/2021","815,886,857","0.97%","Rp100,000,000,000,000.00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/23/2021","BUY","1000000000.00000000","807,579,009","03/23/2021","814,299,911","0.83%","Rp100,000,000,000,000.00"
"","Bitcoin JPY Index","BTC/JPY","Investing.com","03/23/2021","BUY","1000000000.00000000","5,920,433","03/23/2021","6,004,016","1.41%","Rp11,092,299,929,867,290.00"
"","Bitcoin JPY Index","BTC/JPY","Investing.com","03/23/2021","BUY","1000000000.00000000","5,927,616","03/23/2021","5,944,860","0.29%","Rp2,288,451,239,840,748.00"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","SELL","1000000000.00000000","54,510.2","03/23/2021","54,693.8","-0.34%","-Rp2,648,430,002,885,100.00"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","SELL","1000000000.00000000","54,517.5","03/23/2021","54,688.3","-0.31%","-Rp2,463,790,002,885,000.00"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","SELL","1000000000.00000000","54,570.3","03/23/2021","54,601.6","-0.06%","-Rp451,502,502,884,940.00"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","SELL","1000000000.00000000","54,552.4","03/23/2021","54,486.0","0.12%","Rp957,819,994,230,014.38"
"","BTC/IDR","BTC/IDR","Luno","03/23/2021","SELL","1000000000.00000000","808,000,000","03/23/2021","808,994,000","-49.21%","-Rp100,000,000,000,000.00"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","SELL","1000000.00000000","54,579.9","03/23/2021","54,476.1","0.19%","Rp1,497,314,423,000.00"
"","Bitcoin RUB Index","BTC/RUB","Investing.com","03/23/2021","SELL","1000000000.00000000","4,053,451","03/23/2021","4,038,905","0.36%","Rp2,754,139,639,943,198.00"
"","BTC/EUR","BTC/EUR","Binance","03/23/2021","SELL","1000000.00000000","45,808.9","03/23/2021","46,056.4","-5.40%","-Rp4,223,364,750,000.00"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","SELL","1000000.00000000","54,307.9","03/23/2021","54,632.8","-0.60%","-Rp4,686,682,514,425.00"
