"Open Positions Summary"
"","Name","Symbol","Exchange","Type","Amount","Avg Price","Current Price","Extended Hours","Extended Hours (%)","Prev.","Market Value","Commission","Weight","Daily P/L","Daily P/L%","Net P/L%","Net P/L","Next Earnings Date","Exchange","Last","Bid","Ask","Extended Hours","Extended Hours (%)","Open","Prev.","High","Low","Chg.","Chg. %","Vol.","Next Earnings Date","Time","Market Cap","Revenue","Average Vol. (3m)","EPS","P/E Ratio","Beta","Dividend","Yield","5 Minutes","15 Minutes","30 Minutes","Hourly","5 Hours","Daily","Weekly","Monthly","Daily","1 Week","1 Month","YTD","1 Year","3 Years"

"Market Value","Rp0.00"
"Open P/L","Rp0.00 / 0.00%"
"Daily P/L","Rp73,689,088,624,458,400.00 / 0.35%"
"Total P/L","Rp54,243,959,972,265,416.00"


"Open Positions"
"","Name","Symbol","Exchange","Open Date","Type","Amount","Open Price","Current Price","Extended Hours","Extended Hours (%)","Prev.","Market Value","Commission","Net P/L%","Weight","Daily P/L","Daily P/L%","Net P/L","Next Earnings Date"


"Closed Positions"
"","Name","Symbol","Exchange","Open Date","Type","Amount","Open Price","Close Date","Close Price","Gain%","Net P/L"
"","BTC/USD","BTC/USD","Bitfinex","03/24/2021","SELL","1000000.00000000","54,525.0","03/24/2021","54,246.0","511.69%","Rp4,033,642,499,600.25"
"","BTC/USD","BTC/USD","Bitfinex","03/24/2021","SELL","100000000.00000000","54,371.0","03/24/2021","54,320.0","9.38%","Rp73,733,249,960,035.12"
"","BTC/USD","BTC/USD","Bitfinex","03/24/2021","SELL","10000000.00000000","54,391.0","03/24/2021","54,322.0","12.69%","Rp9,975,674,996,002.94"
"","BTC/KRW","BTC/KRW","Bithumb","03/24/2021","SELL","100000000.00000000","65,501,000","03/24/2021","65,469,000","48.85%","Rp40,784,000,000,000.00"
"","Bitcoin GBP Index","BTC/GBP","Investing.com","03/24/2021","SELL","1000000000.00000000","39,792.4","03/24/2021","39,766.3","0.07%","Rp516,070,079,999,980.25"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/24/2021","BUY","1000000000.00000000","800,962,773","03/24/2021","807,352,384","0.80%","Rp100,000,000,000,000.00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/24/2021","BUY","1000000000.00000000","800,962,773","03/24/2021","807,350,466","0.80%","Rp100,000,000,000,000.00"
"","BTC/XAU","BTC/XAU","Synthetic","03/24/2021","SELL","1000000000.00000000","31.5459","03/24/2021","31.5430","0.92%","Rp724,473,360,000.00"
"","Bitcoin Euro Index","BTC/EUR","Investing.com","03/24/2021","SELL","1000000000.00000000","46,176.9","03/24/2021","46,162.4","0.03%","Rp247,860,100,000,000.00"
"","Bitcoin","BTC/USD","Investing.com","03/24/2021","SELL","1000000000.00000000","54,656.6","03/24/2021","54,624.1","0.06%","Rp469,868,749,566,275.00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/24/2021","BUY","1000000000.00000000","800,962,773","03/24/2021","807,325,266","0.79%","Rp100,000,000,000,000.00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/24/2021","BUY","1000000000.00000000","800,962,773","03/24/2021","807,250,278","0.78%","Rp100,000,000,000,000.00"
"","BTC/USD","BTC/USD","Bitfinex","03/24/2021","SELL","100000000.00000000","54,555.8","03/24/2021","54,274.0","51.65%","Rp407,412,349,566,275.00"
"","Gold","GCJ1","ICE","03/24/2021","SELL","1000000000.00000000","1,730.50","03/24/2021","1,731.55","-0.06%","-Rp1,518,037,500,043,400.00"
"","Vanguard FTSE All World ex US","VEU","NYSE","03/24/2021","BUY","10000000.00000000","60.36","03/24/2021","60.36","-0.00%","-Rp144,575.00"
"","USD/EUR","USD/EUR","FX","03/24/2021","BUY","1000000000.00000000","0.8438","03/24/2021","0.8439","4.74%","Rp1,709,378,245.32"
"","JPY/EUR","JPY/EUR","FX","03/24/2021","BUY","1000000000.00000000","0.77695","03/24/2021","0.77705","12.87%","Rp17,092,045.32"
"","USD/CAD","USD/CAD","FX","03/24/2021","BUY","1000000000.00000000","1.2581","03/24/2021","1.2583","6.36%","Rp2,294,566,244.54"
"","USD/AUD","USD/AUD","FX","03/24/2021","BUY","1000000000.00000000","1.3101","03/24/2021","1.3118","51.90%","Rp18,647,145,249.36"
"","BTC/AUD","BTC/AUD","Luno","03/24/2021","SELL","1000000000.00000000","71,650.9","03/24/2021","71,794.7","-200.70%","-Rp1,577,329,258,001,900.00"
"","USD/RUB","USD/RUB","FX","03/24/2021","BUY","1000000000.00000000","76.3260","03/24/2021","76.3799","70.62%","Rp10,212,431,239.83"
"","BTC/EUR","BTC/EUR","Kraken","03/24/2021","SELL","1000000000.00000000","46,010.5","03/24/2021","45,959.9","109.97%","Rp864,946,279,998,273.50"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/24/2021","SELL","10000000.00000000","815,000,000","03/24/2021","810,000,000","613.50%","Rp49,999,999,998,249.00"
"","BTC/CAD","BTC/CAD","Kraken","03/24/2021","SELL","10000000.00000000","69,014.0","03/24/2021","68,297.8","1,037.76%","Rp82,168,480,078,243.52"
"","BTC/BRL","BTC/BRL","MercadoBitcoin","03/24/2021","SELL","10000000.00000000","307,330.0","03/24/2021","303,700.0","590.57%","Rp95,045,378,998,240.48"
"","BTC/USD","BTC/USD","Bitfinex","03/24/2021","SELL","1000000.00000000","55,056.0","03/24/2021","54,492.0","204.88%","Rp8,154,029,998,241.82"
"","BTC/UAH","BTC/UAH","Exmo","03/24/2021","SELL","10000000.00000000","1,528,000","03/24/2021","1,514,901","857.26%","Rp68,157,427,418,991.30"
"","BCH/CAD","BCH/CAD","Synthetic","03/24/2021","SELL","100000000.00000000","647.98","03/24/2021","644.46","543.23%","Rp4,038,439,679,990.59"
"","BCH/BTC","BCH/BTC","Bittrex","03/24/2021","BUY","1000000000.00000000","0.00940","03/24/2021","0.00941","0.11%","Rp8,155,079,998,368.98"
"","BTC/AUD","BTC/AUD","BTC Markets","03/24/2021","BUY","1000000000.00000000","71,574.6","03/24/2021","71,564.9","-13.55%","-Rp106,398,427,001,820.00"
"","BTC/JPY","BTC/JPY","bitFlyer","03/24/2021","SELL","1000000.00000000","5,982,569","03/24/2021","5,916,438","1,105.39%","Rp8,801,374,788,242.01"
"","BTC/RUB","BTC/RUB","Exmo","03/24/2021","SELL","1000000.00000000","4,089,052","03/24/2021","4,040,247","1,193.55%","Rp9,247,083,350,000.00"
"","BTC/GBP","BTC/GBP","Coinbase Pro","03/24/2021","SELL","1000000.00000000","39,958.4","03/24/2021","39,570.0","388.80%","Rp7,679,755,518,251.29"
"","BTC/EUR","BTC/EUR","Kraken","03/24/2021","SELL","1000000.00000000","46,497.3","03/24/2021","45,903.5","255.41%","Rp10,150,298,438,245.32"
"","BTC/SAR","BTC/SAR","Synthetic","03/24/2021","SELL","1000000.00000000","206,277.4","03/24/2021","204,193.6","1,010.19%","Rp8,033,319,892,241.29"
"","BTC/AUD","BTC/AUD","Independent Reserve","03/24/2021","SELL","1000000.00000000","72,553.87","03/24/2021","71,674.66","1,211.80%","Rp9,643,975,361,099.89"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/24/2021","SELL","1000000000.00000000","813,557,000","03/24/2021","810,000,000","437.22%","Rp100,000,000,000,000.00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/24/2021","BUY","1000000000.00000000","812,785,831","03/24/2021","810,019,652","-0.34%","-Rp100,000,000,000,000.00"
"","BTC/IDR","BTC/IDR","Luno","03/24/2021","SELL","1000000000.00000000","812,470,000","03/24/2021","810,666,000","88.82%","Rp100,000,000,000,000.00"
"","BTC/KRW","BTC/KRW","Bithumb","03/24/2021","BUY","1000000.00000000","65,583,000","03/24/2021","65,440,000","-109.02%","-Rp1,822,535,001,757.00"
"","BTC/EUR","BTC/EUR","Binance","03/24/2021","SELL","1000000000.00000000","46,424.5","03/24/2021","45,973.7","971.04%","Rp7,705,885,039,998,291.00"
"","ETH/BTC","ETH/BTC","Poloniex","03/24/2021","BUY","1000000000.00000000","0.030996","03/24/2021","0.030713","-913.02%","-Rp230,788,764,000,000.00"
"","ETH/BTC","ETH/BTC","Coinbene","03/24/2021","SELL","1000000000.00000000","0.030992","03/24/2021","0.030993","-0.65%","-Rp815,508,000,000.00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/24/2021","BUY","1000000000.00000000","815,030,105","03/24/2021","812,735,298","-0.28%","-Rp100,000,000,000,000.00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/24/2021","SELL","1000000000.00000000","816,850,695","03/24/2021","816,670,126","0.02%","Rp100,000,000,000,000.00"
"","ETH/BTC","ETH/BTC","Poloniex","03/24/2021","SELL","1000000000.00000000","0.030871","03/24/2021","0.030929","-187.88%","-Rp47,299,464,000,000.00"
"","EUR/IDR","EUR/IDR","FX","03/24/2021","SELL","1000000000.00000000","17,061.0","03/24/2021","17,058.1","0.17%","Rp2,900,000,000.00"
"","BTC/USD","BTC/USD","Bitfinex","03/24/2021","SELL","1000000000.00000000","55,456.0","03/24/2021","55,419.0","33.36%","Rp534,927,499,999,898.75"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/24/2021","BUY","2000000.00000000","820,184,000","03/24/2021","818,001,000","-0.27%","-Rp4,366,000,000,000.00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/24/2021","BUY","1000000000.00000000","817,974,735","03/24/2021","817,974,658","-0.00%","-Rp77,000,000,000.00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/24/2021","SELL","100000000.00000000","820,216,000","03/24/2021","818,001,000","27.01%","Rp100,000,000,000,000.00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/24/2021","SELL","100000000.00000000","820,106,297","03/24/2021","817,974,735","0.26%","Rp100,000,000,000,000.00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/24/2021","BUY","20000.00000000","820,184,000","03/24/2021","818,001,000","-0.27%","-Rp43,660,000,000.00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/24/2021","BUY","1000.00000000","820,184,000","03/24/2021","818,007,000","-0.27%","-Rp2,177,000,000.00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","03/24/2021","BUY","1000000000.00000000","818,999,000","03/24/2021","820,184,000","144.69%","Rp100,000,000,000,000.00"
"","BTC/XAU","BTC/XAU","Synthetic","03/24/2021","SELL","100000000.00000000","32.2573","03/24/2021","32.1305","0.39%","Rp3,167,697,312,000.00"
"","BTC/KRW","BTC/KRW","Bithumb","03/24/2021","SELL","100000000.00000000","65,996,000","03/24/2021","65,808,000","0.28%","Rp239,606,000,000,000.00"
"","BTC/GBP","BTC/GBP","Coinbase Pro","03/24/2021","SELL","100000000.00000000","40,533.6","03/24/2021","40,348.3","0.46%","Rp366,389,984,000,000.00"
"","BTC/USD","BTC/USD","Bitfinex","03/24/2021","SELL","100000000.00000000","55,732.0","03/24/2021","55,475.7","0.46%","Rp370,545,725,000,000.00"
"","BTC/USD","BTC/USD","Bitfinex","03/24/2021","SELL","1000000.00000000","55,618.8","03/24/2021","55,649.0","-0.05%","-Rp436,616,500,014.99"
"","BTC/IDR","BTC/IDR","Luno","03/24/2021","SELL","1000000.00000000","817,117,000","03/24/2021","817,117,000","0.00%","-Rp1,500.00"
"","BTC/USD","BTC/USD","Bitfinex","03/24/2021","SELL","100000.00000000","55,631.0","03/24/2021","55,619.0","0.02%","Rp17,348,999,998.50"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","BUY","1000000.00000000","55,153.8","03/24/2021","55,608.1","0.82%","Rp6,568,042,206,627.50"
"","BTC/USD","BTC/USD","Bitfinex","03/24/2021","SELL","10000000.00000000","55,667.0","03/24/2021","55,631.0","0.06%","Rp5,204,699,999,984.97"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","BUY","1000000.00000000","55,438.1","03/24/2021","55,689.5","0.45%","Rp3,634,615,485,542.50"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","BUY","1000000000.00000000","55,466.6","03/24/2021","55,700.2","0.42%","Rp3,377,271,999,956,627.50"
"","BTC/USD","BTC/USD","Coinbase Pro","03/23/2021","BUY","100000000.00000000","55,461.0","03/24/2021","55,723.3","47.29%","Rp379,220,224,999,855.44"
"","BTC/USD","BTC/USD","Coinbase Pro","03/23/2021","BUY","10000000.00000000","55,443.8","03/24/2021","55,684.7","43.45%","Rp34,828,117,499,984.10"
"","BTC/IDR","BTC/IDR","Luno","03/23/2021","SELL","100000000.00000000","811,011,000","03/24/2021","818,344,000","-90.42%","-Rp100,000,000,000,000.00"
"","BTC/USD","BTC/USD","Bitfinex","03/23/2021","BUY","10000000.00000000","55,177.0","03/24/2021","55,686.0","92.25%","Rp73,588,674,999,985.53"
"","ETH/RUB","ETH/RUB","Exmo","03/23/2021","SELL","100000000.00000000","126,355.0","03/24/2021","126,662.3","-0.24%","-Rp5,822,413,100,009.50"
"","ETH/USD","ETH/USD","Binance","03/23/2021","SELL","150000000.00000000","1,709.48","03/24/2021","1,715.90","-0.38%","-Rp13,922,572,500,001.00"
"","BTC/XAU","BTC/XAU","Synthetic","03/23/2021","SELL","1000000.00000000","32.2171","03/23/2021","32.1389","24.27%","Rp19,535,798,880.00"
"","BTC/XAU","BTC/XAU","Synthetic","03/23/2021","BUY","500000000.00000000","31.9512","03/23/2021","31.8893","-77.49%","-Rp7,731,880,439,302.90"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","BUY","90000000.00000000","55,041.4","03/23/2021","54,940.8","-0.18%","-Rp130,898,205,000,000.00"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","BUY","10000000.00000000","55,041.4","03/23/2021","54,933.1","-0.20%","-Rp15,657,472,500,000.00"
"","Bitcoin GBP Index","BTC/GBP","Investing.com","03/23/2021","SELL","1000000000.00000000","40,018.2","03/23/2021","39,978.3","0.10%","Rp788,934,714,068,041.38"
"","BTC/XAU","BTC/XAU","Synthetic","03/23/2021","BUY","200000000.00000000","31.9258","03/23/2021","31.8662","-18.67%","-Rp2,977,835,328,076.70"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/23/2021","SELL","1000000000.00000000","815,829,492","03/23/2021","815,430,313","0.05%","Rp100,000,000,000,000.00"
"","BTC/EUR","BTC/EUR","Kraken","03/23/2021","SELL","1000000.00000000","46,542.1","03/23/2021","46,477.7","13.84%","Rp1,100,840,719,234.90"
"","Bitcoin AUD Index","BTC/AUD","Investing.com","03/23/2021","BUY","1000000000.00000000","72,041.4","03/23/2021","72,248.2","0.29%","Rp2,268,370,583,612,436.00"
"","BTC/IDR","BTC/IDR","Luno","03/23/2021","SELL","100000000.00000000","810,557,000","03/23/2021","810,557,000","0.00%","-Rp575,873.48"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","SELL","100000000.00000000","55,160.6","03/23/2021","55,165.0","-0.01%","-Rp6,361,300,578,302.20"
"","EUR/IDR","EUR/IDR","FX","03/23/2021","BUY","1000000000.00000000","17,100.5","03/23/2021","17,092.6","-0.46%","-Rp7,900,000,000.00"
"","BTC/IDR","BTC/IDR","Luno","03/23/2021","SELL","100000000.00000000","816,890,000","03/23/2021","812,500,000","53.74%","Rp100,000,000,000,000.00"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","BUY","1000000000.00000000","55,377.0","03/23/2021","55,097.2","-0.51%","-Rp4,045,208,500,578,300.00"
"","US 30 Futures","1YMc1","","03/23/2021","BUY","1000000000.00000000","32,548.5","03/23/2021","32,541.0","-0.02%","-Rp1,084,312,500,086,700.00"
"","RUB/IDR","RUB/IDR","FX","03/23/2021","SELL","1000000000.00000000","189.57","03/23/2021","189.50","14.77%","Rp70,000,000.00"
"","IDR/EUR","IDR/EUR","FX","03/23/2021","SELL","1000000000.00000000","0.00006","03/23/2021","0.00006","0.00%","Rp0.00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/23/2021","BUY","1000000000.00000000","808,040,074","03/23/2021","815,886,857","0.97%","Rp100,000,000,000,000.00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/23/2021","BUY","1000000000.00000000","807,579,009","03/23/2021","814,299,911","0.83%","Rp100,000,000,000,000.00"
"","Bitcoin JPY Index","BTC/JPY","Investing.com","03/23/2021","BUY","1000000000.00000000","5,920,433","03/23/2021","6,004,016","1.41%","Rp11,124,061,469,866,910.00"
"","Bitcoin JPY Index","BTC/JPY","Investing.com","03/23/2021","BUY","1000000000.00000000","5,927,616","03/23/2021","5,944,860","0.29%","Rp2,295,003,959,840,292.00"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","SELL","1000000000.00000000","54,510.2","03/23/2021","54,693.8","-0.34%","-Rp2,654,397,002,891,600.00"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","SELL","1000000000.00000000","54,517.5","03/23/2021","54,688.3","-0.31%","-Rp2,469,341,002,891,500.00"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","SELL","1000000000.00000000","54,570.3","03/23/2021","54,601.6","-0.06%","-Rp452,519,752,891,440.00"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","SELL","1000000000.00000000","54,552.4","03/23/2021","54,486.0","0.12%","Rp959,977,994,217,014.50"
"","BTC/IDR","BTC/IDR","Luno","03/23/2021","SELL","1000000000.00000000","808,000,000","03/23/2021","808,994,000","-49.21%","-Rp100,000,000,000,000.00"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","SELL","1000000.00000000","54,579.9","03/23/2021","54,476.1","0.19%","Rp1,500,687,921,700.00"
"","Bitcoin RUB Index","BTC/RUB","Investing.com","03/23/2021","SELL","1000000000.00000000","4,053,451","03/23/2021","4,038,905","0.36%","Rp2,756,030,619,943,159.00"
"","BTC/EUR","BTC/EUR","Binance","03/23/2021","SELL","1000000.00000000","45,808.9","03/23/2021","46,056.4","-5.40%","-Rp4,230,715,500,000.00"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","SELL","1000000.00000000","54,307.9","03/23/2021","54,632.8","-0.60%","-Rp4,697,241,764,457.50"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/23/2021","BUY","1000000000.00000000","809,006,596","03/23/2021","809,036,220","0.00%","Rp29,623,999,900,000.00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/23/2021","BUY","100000000.00000000","808,972,994","03/23/2021","809,006,596","0.00%","Rp3,360,199,999,000.00"
"","BTC/EUR","BTC/EUR","Binance","03/23/2021","SELL","1000000.00000000","45,813.2","03/23/2021","46,077.8","-14.44%","-Rp4,523,019,480,001.20"
"","BTC/GBP","BTC/GBP","Coinbase Pro","03/23/2021","SELL","1000000.00000000","39,550.0","03/23/2021","39,776.3","-57.22%","-Rp4,474,584,640,001.00"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","SELL","1000000.00000000","54,580.5","03/23/2021","54,571.3","0.02%","Rp133,008,971,084.96"
"","Gold","GCJ1","ICE","03/23/2021","BUY","1000000.00000000","1,737.20","03/23/2021","1,738.25","0.06%","Rp1,518,037,456,627.50"
"","Gold","GCJ1","ICE","03/23/2021","BUY","1000000.00000000","1,737.10","03/23/2021","1,737.85","0.04%","Rp1,084,312,456,627.50"
"","BTC/IDR","BTC/IDR","Luno","03/23/2021","SELL","100000.00000000","805,999,000","03/23/2021","806,000,000","-0.01%","-Rp100,000,000.00"
"","BTC/IDR","BTC/IDR","Luno","03/23/2021","SELL","1000000.00000000","805,800,000","03/23/2021","805,800,000","0.00%","-Rp10,000.00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/23/2021","BUY","1000000000.00000000","807,886,965","03/23/2021","808,241,096","0.04%","Rp100,000,000,000,000.00"
"","BTC/EUR","BTC/EUR","Coinbase Pro","03/23/2021","SELL","1000000.00000000","45,844.2","03/23/2021","45,793.7","11.02%","Rp863,236,899,998.97"
"","XAU/IDR","XAU/IDR","FX","03/23/2021","BUY","1000000.00000000","250,619.93","03/23/2021","250,491.42","-1.28%","-Rp128,510,000.00"
"","IDR/USD","IDR/USD","FX","03/23/2021","SELL","100000000.00000000","0.00006943","03/23/2021","0.00006944","-0.14%","-Rp144.58"
"","ETH/XAU","ETH/XAU","Synthetic","03/23/2021","SELL","1000000.00000000","0.95586","03/23/2021","0.95845","-27.10%","-Rp647,029,656.00"
"","Bitcoin GBP Index","BTC/GBP","Investing.com","03/23/2021","SELL","1000000000.00000000","38,894.3","03/23/2021","38,706.4","0.48%","Rp3,715,309,100,227,200.00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/23/2021","SELL","1000000000.00000000","797,974,650","03/23/2021","798,388,163","-0.05%","-Rp100,000,000,000,000.00"
"","Bitcoin Cash SV IDR Index","BCHSV/IDR","Investing.com","03/23/2021","SELL","1000000000.00000000","3,169,000","03/23/2021","3,163,000","0.19%","Rp6,000,000,000,000.00"
"","BTC/IDR","BTC/IDR","Luno","03/23/2021","SELL","1000000000.00000000","797,964,000","03/23/2021","794,500,000","43.41%","Rp100,000,000,000,000.00"
"","Bitcoin","BTC/USD","Investing.com","03/23/2021","SELL","1000000000.00000000","53,665.9","03/23/2021","53,604.9","0.11%","Rp881,907,482,651,000.00"
"","Bitcoin Cash SV IDR Index","BCHSV/IDR","Investing.com","03/23/2021","BUY","1000000000.00000000","3,140,000","03/23/2021","3,169,000","0.92%","Rp28,999,999,990,000.00"
