"Open Positions Summary"
"","Name","Symbol","Exchange","Type","Amount","Avg Price","Current Price","Extended Hours","Extended Hours (%)","Prev.","Market Value","Commission","Weight","Daily P/L","Daily P/L%","Net P/L%","Net P/L","Next Earnings Date","Exchange","Last","Bid","Ask","Extended Hours","Extended Hours (%)","Open","Prev.","High","Low","Chg.","Chg. %","Vol.","Next Earnings Date","Time","Market Cap","Revenue","Average Vol. (3m)","EPS","P/E Ratio","Beta","Dividend","Yield","5 Minutes","15 Minutes","30 Minutes","Hourly","5 Hours","Daily","Weekly","Monthly","Daily","1 Week","1 Month","YTD","1 Year","3 Years"

"Market Value","Rp0.00"
"Open P/L","Rp0.00 / 0.00%"
"Daily P/L","-Rp24,378,057,691,051,224.00 / -2.17%"
"Total P/L","Rp486,042,708,418,353,024.00"


"Open Positions"
"","Name","Symbol","Exchange","Open Date","Type","Amount","Open Price","Current Price","Extended Hours","Extended Hours (%)","Prev.","Market Value","Commission","Net P/L%","Weight","Daily P/L","Daily P/L%","Net P/L","Next Earnings Date"


"Closed Positions"
"","Name","Symbol","Exchange","Open Date","Type","Amount","Open Price","Close Date","Close Price","Gain%","Net P/L"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","04/26/2021","SELL","1000000000.00000000","754,854,876","04/26/2021","756,383,041","-0.20%","-Rp100,000,000,000,000.00"
"","ETH/LTC","ETH/LTC","Exmo","04/25/2021","SELL","999999999999.99999999","10.2939","04/25/2021","10.2867","69.94%","Rp27,244,800,000,003,784.00"
"","BCH/IDR","BCHABC/IDR","Indodax","04/25/2021","SELL","999999999999.99999999","11,131,000","04/25/2021","11,115,000","143.74%","Rp100,000,000,000,000.00"
"","Bitcoin","BTC/USD","Investing.com","04/25/2021","SELL","999999999999.99999999","47,228.9","04/25/2021","47,215.3","0.03%","Rp197,179,599,999,971,008.00"
"","Bitcoin Euro Index","BTC/EUR","Investing.com","04/26/2021","SELL","10000.00000000","41,046.6","04/26/2021","40,984.4","0.15%","Rp10,887,985,600.00"
"","USD/EUR","USD/EUR","FX","04/25/2021","BUY","1000000000.00000000","0.8265","04/26/2021","0.8269","48.40%","Rp7,001,920,000.00"
"","Bitcoin AUD Index","BTC/AUD","Investing.com","04/26/2021","SELL","10000.00000000","64,219.6","04/26/2021","64,149.1","0.11%","Rp7,917,023,100.00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","04/26/2021","SELL","10000.00000000","759,079,091","04/26/2021","758,188,898","0.12%","Rp8,901,930,000.00"
"","BTC/GBP","BTC/GBP","Coinbase Pro","04/26/2021","BUY","1000000000.00000000","35,687.9","04/26/2021","35,687.9","0.00%","Rp0.00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","04/25/2021","SELL","999999999999.99999999","763,279,300","04/25/2021","762,293,000","12.92%","Rp100,000,000,000,000.00"
"","Bitcoin","BTC/USD","Investing.com","04/25/2021","SELL","100000000.00000000","49,845.8","04/25/2021","49,840.5","0.01%","Rp7,684,205,000,004.20"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","03/01/2020","SELL","400000000000.00000000","764,893,833","04/25/2021","765,857,358","-0.13%","-Rp100,000,000,000,000.00"
"","Ethereum","ETH/USD","Investing.com","04/25/2021","SELL","1000000000.00000000","2,306.64","04/25/2021","2,338.72","-1.39%","-Rp465,111,880,000,000.00"
"","Ethereum","ETH/USD","Investing.com","04/25/2021","SELL","1000000000.00000000","2,306.64","04/25/2021","2,339.45","-1.42%","-Rp475,695,785,000,000.00"
"","Ethereum","ETH/USD","Investing.com","04/25/2021","SELL","313250000000.00000000","2,314.43","04/25/2021","2,339.46","-1.08%","-Rp113,677,627,778,750,000.00"
"","Ethereum","ETH/USD","Investing.com","12/25/2020","SELL","1000000000.00000000","2,346.48","04/25/2021","2,337.72","0.37%","Rp127,006,860,000,002.91"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","10/26/2019","BUY","999999999999.99999999","766,123,281","04/25/2021","764,942,568","-0.15%","-Rp100,000,000,000,000.00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","04/25/2021","SELL","100000000.00000000","760,087,894","04/25/2021","760,160,936","-0.01%","-Rp7,304,200,000,000.00"
"","Bitcoin","BTC/USD","Investing.com","04/25/2021","BUY","1000000000.00000000","49,276.1","04/25/2021","49,889.5","1.24%","Rp8,893,379,899,998,551.00"
"","Bitcoin","BTC/USD","Investing.com","04/25/2021","BUY","1000000000.00000000","49,900.0","04/25/2021","49,889.5","-0.02%","-Rp152,234,250,001,450.00"
"","BTC/IDR","BTC/IDR","BitcoinIndonesia","04/25/2021","BUY","10.00000000","774,976,000","04/25/2021","774,976,000","0.00%","Rp0.00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","04/25/2021","SELL","1000000000.00000000","773,748,726","04/25/2021","773,380,745","0.05%","Rp100,000,000,000,000.00"
"","BTC/EUR","BTC/EUR","Coinbase Pro","04/24/2021","SELL","100000000.00000000","40,583.2","04/24/2021","41,002.9","-1.03%","-Rp734,676,456,000,000.00"
"","Bitcoin","BTC/USD","Investing.com","01/01/2020","SELL","100000000.00000000","48,803.5","04/24/2021","49,306.1","-1.03%","-Rp728,694,610,000,000.00"
"","Bitcoin","BTC/USD","Investing.com","07/18/2019","SELL","1000000000.00000000","49,091.7","04/24/2021","49,217.1","-0.26%","-Rp1,818,111,900,000,000.00"
"","ETH/BTC","ETH/BTC","Coinbene","04/24/2021","SELL","1000000000.00000000","0.044477","04/24/2021","0.044495","-20.24%","-Rp14,662,620,000,000.00"
"","BTC/XAU","BTC/XAU","Synthetic","04/24/2021","BUY","100000000.00000000","27.6609","04/24/2021","27.6704","34.34%","Rp243,994,076,500.00"
"","BTC/ETH","BTC/ETH","Synthetic","04/24/2021","SELL","1000000000.00000000","22.63","04/24/2021","22.61","0.09%","Rp781,980,000,000,000.00"
"","Ethereum BTC Index","ETH/BTC","Investing.com","04/24/2021","BUY","100000000000.00000000","0.044891","04/24/2021","0.044331","-1.25%","-Rp45,617,040,000,000,000.00"
"","Bitcoin","BTC/USD","Investing.com","04/24/2021","SELL","30000000.00000000","48,968.4","04/24/2021","48,896.1","0.15%","Rp31,447,246,500,001.45"
"","BTC/XAU","BTC/XAU","Synthetic","04/24/2021","SELL","1000000000.00000000","27.8133","04/24/2021","27.6001","0.77%","Rp54,757,407,484,000.00"
"","Litecoin","LTC/USD","Investing.com","04/24/2021","BUY","1000000000.00000000","233.191","04/24/2021","229.452","-1.60%","-Rp54,209,891,500,000.00"
"","BTC/EUR","BTC/EUR","Coinbase Pro","04/24/2021","BUY","4000000.00000000","41,585.2","04/24/2021","41,384.7","-24.11%","-Rp14,038,849,600,000.00"
"","Ethereum BTC Index","ETH/BTC","Investing.com","04/24/2021","SELL","10000000000.00000000","0.045806","04/24/2021","0.045606","0.44%","Rp1,629,180,000,000,000.00"
"","Bitcoin Euro Index","BTC/EUR","Investing.com","04/24/2021","BUY","1000000000.00000000","41,838.9","04/24/2021","41,560.3","-0.67%","-Rp4,876,837,280,000,000.00"
"","BTC/EUR","BTC/EUR","Coinbase Pro","04/24/2021","BUY","10000000.00000000","41,547.7","04/24/2021","41,558.3","0.03%","Rp1,855,508,800,001.05"
"","Ethereum","ETH/USD","Investing.com","04/24/2021","BUY","100000000.00000000","2,291.75","04/24/2021","2,283.23","-0.37%","-Rp12,352,722,000,000.00"
"","Ethereum","ETH/USD","Investing.com","04/24/2021","SELL","10000000000.00000000","2,296.02","04/24/2021","2,283.60","0.54%","Rp1,800,713,700,000,000.00"
"","BTC/XAU","BTC/XAU","Synthetic","04/24/2021","SELL","20000000000.00000000","28.2032","04/24/2021","28.0971","9.40%","Rp545,005,716,140,000.00"
"","Bitcoin","BTC/USD","Investing.com","04/24/2021","BUY","18000000000.00000000","50,115.5","04/24/2021","49,949.8","-0.33%","-Rp43,243,226,099,999,000.00"
"","BCH/BTC","BCH/BTC","Bittrex","04/24/2021","SELL","2000000.00000000","0.01601","04/24/2021","0.01604","-1.87%","-Rp48,875,400,000.00"
"","Litecoin","LTC/USD","Investing.com","04/24/2021","BUY","1000000000.00000000","234.137","04/24/2021","233.849","-0.12%","-Rp4,175,568,000,000.10"
"","LTC/USD","LTC/USD","Binance","04/24/2021","SELL","1000000.00000000","234.150","04/24/2021","233.760","166.56%","Rp5,654,415,000.00"
"","Litecoin","LTC/USD","Investing.com","04/24/2021","BUY","1000000000.00000000","235.910","04/24/2021","233.372","-1.08%","-Rp36,797,193,000,000.00"
"","BTC/XAU","BTC/XAU","Synthetic","04/23/2021","SELL","450000000.00000000","28.3409","04/24/2021","28.1107","40.61%","Rp26,605,627,773,300.00"
"","BTC/XAU","BTC/XAU","Synthetic","04/23/2021","SELL","45000000000.00000000","28.3382","04/24/2021","28.1107","80.28%","Rp2,629,357,219,125,000.00"
"","Bitcoin Euro Index","BTC/EUR","Investing.com","04/23/2021","BUY","999999999999.99999999","41,817.1","04/24/2021","41,375.6","-1.06%","-Rp1,750,480,000,000,000,000.00"
"","DJ Islamic Market World",".DJIMI","GLOBAL","04/24/2021","BUY","10000000.00000000","5,864.69","04/24/2021","5,864.69","0.00%","Rp0.00"
"","Bitcoin","BTC/USD","Investing.com","04/24/2021","SELL","100000000.00000000","50,390.1","04/24/2021","50,421.1","-0.06%","-Rp44,945,350,000,000.00"
"","Bitcoin","BTC/USD","Investing.com","04/24/2021","SELL","1000000000.00000000","50,457.9","04/24/2021","50,421.1","0.07%","Rp533,544,800,000,043.50"
"","Bitcoin","BTC/USD","Investing.com","04/24/2021","SELL","1000000000.00000000","50,457.8","04/24/2021","50,421.1","0.07%","Rp532,094,950,000,057.94"
"","Bitcoin Euro Index","BTC/EUR","Investing.com","04/23/2021","BUY","100000000.00000000","42,069.1","04/24/2021","41,940.4","-0.31%","-Rp225,286,776,000,000.00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","04/24/2021","BUY","1000000000.00000000","771,469,800","04/24/2021","771,615,800","0.02%","Rp100,000,000,000,000.00"
"","Ethereum BTC Index","ETH/BTC","Investing.com","04/23/2021","SELL","999999999999.99999999","0.045879","04/24/2021","0.045917","-0.08%","-Rp30,954,419,999,997,000.00"
"","Bitcoin Euro Index","BTC/EUR","Investing.com","04/23/2021","BUY","1000000000.00000000","41,804.4","04/24/2021","41,839.9","0.08%","Rp621,420,400,000,000.00"
"","Bitcoin Euro Index","BTC/EUR","Investing.com","04/23/2021","BUY","1000000000.00000000","42,039.2","04/24/2021","41,818.8","-0.52%","-Rp3,858,057,919,999,800.00"
"","BTC/XAU","BTC/XAU","Synthetic","04/23/2021","SELL","1000000000.00000000","28.5186","04/24/2021","28.4094","38.29%","Rp28,046,477,004,000.00"
"","Bitcoin","BTC/USD","Investing.com","04/24/2021","BUY","10000000.00000000","50,680.3","04/24/2021","50,709.5","0.06%","Rp4,233,561,999,999.57"
"","BCH/BTC","BCH/BTC","Bittrex","04/24/2021","BUY","10000000.00000000","0.01618","04/24/2021","0.01610","-4.94%","-Rp651,672,000,000.00"
"","BTC/BRL","BTC/BRL","MercadoBitcoin","04/24/2021","BUY","10000000.00000000","283,003.0","04/24/2021","282,900.0","-0.36%","-Rp2,738,780,300,000.00"
"","BTC/KRW","BTC/KRW","Bithumb","04/24/2021","SELL","10000000.00000000","59,396,000","04/24/2021","59,373,000","0.97%","Rp2,998,050,000,000.00"
"","Bitcoin","BTC/USD","Investing.com","04/24/2021","SELL","10000000.00000000","50,674.5","04/24/2021","50,524.4","0.30%","Rp21,762,248,500,000.00"
"","Ethereum","ETH/USD","Investing.com","04/24/2021","SELL","100000000.00000000","2,339.05","04/24/2021","2,338.91","0.01%","Rp202,979,000,000.48"
"","Bitcoin","BTC/USD","Investing.com","04/24/2021","BUY","10000000.00000000","50,685.1","04/24/2021","50,662.4","-0.04%","-Rp3,291,159,499,999.60"
"","BTC/KRW","BTC/KRW","Coinone","04/24/2021","SELL","1000000.00000000","58,666,000","04/24/2021","58,750,000","-28.64%","-Rp1,094,940,000,000.00"
"","Bitcoin","BTC/USD","Investing.com","04/24/2021","BUY","100000000.00000000","49,970.1","04/24/2021","49,997.5","0.05%","Rp39,725,890,000,001.45"
"","USD/EUR","USD/EUR","FX","04/23/2021","BUY","100000000000.00000000","0.8277","04/24/2021","0.8273","-4.83%","-Rp700,191,999,999.93"
"","BTC/KRW","BTC/KRW","Coinone","04/24/2021","SELL","10000000.00000000","57,908,000","04/24/2021","57,845,000","0.11%","Rp8,212,050,000,000.00"
"","Gold","GCM1","ICE","04/24/2021","SELL","1000000.00000000","1,776.65","04/24/2021","1,776.90","-0.01%","-Rp3,624,625,057,994.00"
"","Apple","AAPL.O","NASDAQ","04/24/2021","SELL","45000000.00000000","134.93","04/24/2021","134.88","0.04%","Rp32,621,625,000.01"
"","Ethereum","ETH/USD","Investing.com","04/24/2021","SELL","1000000000.00000000","2,284.09","04/24/2021","2,284.90","-0.04%","-Rp11,743,784,999,999.00"
"","iBovespa Futures","iBOV","BM&F Bovespa","04/24/2021","SELL","140000000.00000000","120,670","04/24/2021","120,690","-0.02%","-Rp7,445,228,013,295.10"
"","Ethereum","ETH/USD","Investing.com","04/24/2021","SELL","100000000.00000000","2,301.25","04/24/2021","2,286.86","0.63%","Rp20,863,341,500,000.00"
"","iBovespa Futures","iBOV","BM&F Bovespa","04/24/2021","BUY","140000000.00000000","120,925","04/24/2021","120,928","0.00%","Rp1,116,784,186,704.95"
"","USD/EUR","USD/EUR","FX","04/23/2021","BUY","999999999999.99999999","0.8281","04/24/2021","0.8280","-0.12%","-Rp1,750,479,999,999.80"
"","USD/EUR","USD/EUR","FX","04/23/2021","BUY","1000000000.00000000","0.8288","04/23/2021","0.8285","-0.04%","-Rp5,251,440,000.00"
"","Bitcoin Cash BTC Index","BCH/BTC","Investing.com","04/23/2021","SELL","1000000000.00000000","0.015880","04/23/2021","0.015804","0.48%","Rp61,908,840,000,000.00"
"","Bitcoin Euro Index","BTC/EUR","Investing.com","04/23/2021","BUY","10000000000.00000000","40,145.7","04/23/2021","40,683.7","1.34%","Rp94,175,824,000,000,000.00"
"","Gold","GCM1","ICE","04/23/2021","BUY","100000000000.00000000","1,784.85","04/23/2021","1,789.05","0.24%","Rp608,937,000,000,000,000.00"
"","Crude Oil WTI","CLc1","ICE","04/23/2021","SELL","72250000.00000000","61.85","04/23/2021","61.34","0.82%","Rp534,233,478,590,516.50"
"","iBovespa Futures","iBOV","BM&F Bovespa","04/23/2021","SELL","100000000.00000000","120,742","04/23/2021","120,615","0.11%","Rp33,769,426,997,340.99"
"","GBP/IDR","GBP/IDR","FX","04/23/2021","BUY","10000000.00000000","20,160.7","04/23/2021","20,168.7","0.04%","Rp80,000,000.00"
"","GBP/USD","GBP/USD","FX","04/23/2021","BUY","1000000000.00000000","1.3890","04/23/2021","1.3886","-0.03%","-Rp5,799,400,000.00"
"","EUR/USDT","EUR/USDT","Binance","04/23/2021","BUY","1000000000.00000000","1.2035","04/23/2021","1.2023","-0.10%","-Rp17,420,817,660.00"
"","Litecoin EUR index","LTC/EUR","Investing.com","04/23/2021","SELL","100000000000.00000000","190.493","04/23/2021","193.158","-1.40%","-Rp4,665,029,200,000,000.00"
"","Bitcoin Euro Index","BTC/EUR","Investing.com","04/23/2021","BUY","1000000000.00000000","40,051.5","04/23/2021","41,580.6","3.82%","Rp26,766,589,680,000,000.00"
"","Ethereum BTC Index","ETH/BTC","Investing.com","04/23/2021","BUY","750000000000.00000000","0.045169","04/23/2021","0.045255","0.19%","Rp52,541,054,999,997,552.00"
"","Bitcoin GBP Index","BTC/GBP","Investing.com","04/23/2021","SELL","100000.00000000","34,778.6","04/23/2021","35,114.4","-0.97%","-Rp675,713,550,000.00"
"","Ethereum BTC Index","ETH/BTC","Investing.com","04/23/2021","BUY","1000000000.00000000","0.045009","04/23/2021","0.045348","0.75%","Rp276,146,010,000,000.00"
"","Bitcoin","BTC/USD","Investing.com","04/23/2021","SELL","100000.00000000","48,322.5","04/23/2021","48,684.8","-0.75%","-Rp525,280,655,000.00"
"","Bitcoin","BTC/USD","Investing.com","04/23/2021","SELL","100000.00000000","48,488.0","04/23/2021","48,684.8","-0.41%","-Rp285,330,480,000.00"
"","Euro Index","inveur","","04/23/2021","BUY","10000000.00000000","109.11","04/23/2021","109.22","0.10%","Rp19,255,280,000.00"
"","HKD/IDR","HKD/IDR","FX","04/23/2021","BUY","10000000.00000000","1,874.27","04/23/2021","1,871.19","-0.16%","-Rp30,800,000.00"
"","EUR/IDR","EUR/IDR","FX","04/23/2021","BUY","10000000.00000000","17,496.3","04/23/2021","17,517.2","0.12%","Rp209,000,000.00"
"","LTC/IDR","LTC/IDR","BitcoinIndonesia","04/23/2021","SELL","10000.00000000","3,502,000","04/23/2021","3,503,000","-0.03%","-Rp10,000,000.00"
"","IDR/USD","IDR/USD","FX","04/23/2021","BUY","500.00000000","0.00006871","04/23/2021","0.00006876","0.07%","Rp0.00"
"","IDR/USD","IDR/USD","FX","04/23/2021","BUY","26000.00000000","0.00006844","04/23/2021","0.00006874","0.44%","Rp1.13"
"","Bitcoin","BTC/USD","Investing.com","04/23/2021","SELL","200000000.00000000","48,974.4","04/23/2021","48,952.3","0.05%","Rp64,083,369,999,995.65"
"","BTC/USDT","BTC/USDT","Exmo","04/23/2021","BUY","18000000.00000000","52,379.2","04/23/2021","48,945.4","-6.56%","-Rp897,294,055,213,620.00"
"","BTC/USDT","BTC/USDT","Exmo","04/23/2021","BUY","10000000.00000000","52,313.1","04/23/2021","48,900.0","-6.52%","-Rp495,491,606,294,550.00"
"","BTC/USDT","BTC/USDT","Exmo","04/23/2021","BUY","40000000.00000000","51,900.0","04/23/2021","48,960.0","-5.66%","-Rp1,707,240,130,680,000.00"
"","Bitcoin Euro Index","BTC/EUR","Investing.com","04/23/2021","SELL","350000000000.00000000","40,988.2","04/23/2021","40,725.4","0.64%","Rp1,610,091,503,999,964,928.00"
"","BTC/USDT","BTC/USDT","Exmo","04/23/2021","BUY","30000000.00000000","51,767.3","04/23/2021","49,000.0","-5.35%","-Rp1,205,215,717,763,000.00"
"","BTC/USDT","BTC/USDT","Exmo","04/23/2021","BUY","10000000.00000000","51,715.7","04/23/2021","49,067.8","-128.00%","-Rp384,404,859,015,950.00"
"","Bitcoin","BTC/USD","Investing.com","04/23/2021","BUY","500000000.00000000","50,962.0","04/23/2021","49,193.0","-3.47%","-Rp12,823,923,250,000,000.00"
"","Bitcoin","BTC/USD","Investing.com","04/23/2021","SELL","1000000.00000000","49,339.3","04/23/2021","49,329.1","0.02%","Rp147,884,700,000.06"
"","Bitcoin","BTC/USD","Investing.com","04/23/2021","SELL","100000000.00000000","49,388.9","04/23/2021","49,279.3","0.22%","Rp158,903,560,000,000.00"
"","BTC/USDT","BTC/USDT","Exmo","04/23/2021","BUY","10000000.00000000","52,159.9","04/23/2021","49,218.9","-5.64%","-Rp426,955,206,150,500.00"
"","BTC/USDT","BTC/USDT","Exmo","04/23/2021","BUY","2000000.00000000","52,472.8","04/23/2021","49,218.9","-6.20%","-Rp94,475,997,639,790.00"
"","BTC/USDT","BTC/USDT","Exmo","04/23/2021","BUY","3000000.00000000","52,394.3","04/23/2021","49,218.2","-6.06%","-Rp138,325,647,424,820.00"
"","Bitcoin","BTC/USD","Investing.com","04/23/2021","BUY","256000.00000000","51,359.0","04/23/2021","49,268.9","-4.07%","-Rp7,757,648,601,600.00"
"","LTC/EUR","LTC/EUR","Kraken","04/23/2021","BUY","1000000.00000000","206.330","04/23/2021","188.620","-8.58%","-Rp310,010,008,000.00"
"","Bitcoin IDR Index","BTC/IDR","Investing.com","04/23/2021","BUY","100000000.00000000","780,000,154","04/23/2021","761,549,705","-2.37%","-Rp100,000,000,000,000.00"
"","BTC/XAU","BTC/XAU","Synthetic","04/23/2021","BUY","500.00000000","28.9877","04/23/2021","27.7021","-4.43%","-Rp165,094,097.24"
"","Ethereum BTC Index","ETH/BTC","Investing.com","04/23/2021","SELL","14000000000.00000000","0.045228","04/23/2021","0.044782","0.99%","Rp5,086,299,960,000,000.00"
"","Bitcoin Euro Index","BTC/EUR","Investing.com","04/23/2021","SELL","743000000.00000000","41,506.9","04/23/2021","40,829.3","1.63%","Rp8,812,910,592,640,000.00"
"","Bank Central Asia","BBCA.JK","JK","04/23/2021","SELL","1000000000.00000000","31,475","04/23/2021","31,525","-0.16%","-Rp50,000,000,000.00"
"","BTC/USDT","BTC/USDT","Exmo","04/23/2021","SELL","40000000.00000000","52,062.5","04/23/2021","49,378.4","51.56%","Rp1,558,640,556,040,200.25"
"","BTC/USDT","BTC/USDT","Exmo","04/23/2021","SELL","10.00000000","51,349.7","04/23/2021","49,600.0","3.41%","Rp254,010,038.83"
"","Litecoin","LTC/USD","Investing.com","04/23/2021","BUY","1000000000.00000000","273.089","04/23/2021","273.591","0.18%","Rp7,278,247,000,000.15"
"","AUD/USD","AUD/USD","FX","04/23/2021","BUY","1000000000.00000000","0.7709","04/23/2021","0.7710","0.13%","Rp1,449,850,000.00"
"","AUD/USD","AUD/USD","FX","04/23/2021","BUY","1000000000.00000000","0.7707","04/23/2021","0.7709","0.26%","Rp2,899,700,000.00"
"","BTC/USDT","BTC/USDT","Exmo","04/23/2021","BUY","1000000000.00000000","53,261.1","04/23/2021","53,243.8","-0.32%","-Rp251,150,121,264,940.00"
"","BTC/USDT","BTC/USDT","Exmo","04/23/2021","BUY","1000000000.00000000","53,214.0","04/23/2021","53,243.8","56.00%","Rp432,616,971,890,043.56"
"","USD/AUD","USD/AUD","FX","04/23/2021","BUY","1000000000.00000000","1.2977","04/23/2021","1.2981","0.77%","Rp4,491,928,000.00"
"","USD/AUD","USD/AUD","FX","04/23/2021","BUY","1000000000.00000000","1.2977","04/23/2021","1.2978","0.08%","Rp1,122,982,000.00"
"","ARS/AUD","ARS/AUD","FX","04/23/2021","BUY","20.00000000","0.01395","04/23/2021","0.01394","-0.72%","-Rp2.25"
"","EUR/GBP","EUR/GBP","FX","04/22/2021","BUY","1000000000.00000000","0.8687","04/22/2021","0.8681","-0.69%","-Rp12,073,500,000.00"
